-183.255, 78.223, 1.492,  1.765
-183.240, 78.175, 1.496,  1.798
-183.225, 78.127, 1.500,  1.831
-183.209, 78.079, 1.504,  1.864
-183.194, 78.032, 1.509,  1.897
-183.178, 77.983, 1.514,  1.930
-183.162, 77.935, 1.519,  1.963
-183.146, 77.887, 1.525,  1.996
-183.130, 77.838, 1.531,  2.029
-183.114, 77.790, 1.537,  2.062
-183.098, 77.741, 1.543,  2.095
-183.082, 77.692, 1.549,  2.128
-183.065, 77.642, 1.555,  2.161
-183.049, 77.593, 1.561,  2.194
-183.032, 77.544, 1.566,  2.227
-183.016, 77.494, 1.572,  2.260
-182.999, 77.444, 1.578,  2.293
-182.982, 77.394, 1.584,  2.326
-182.965, 77.344, 1.589,  2.359
-182.948, 77.293, 1.595,  2.392
-182.930, 77.243, 1.600,  2.425
-182.913, 77.192, 1.605,  2.458
-182.896, 77.141, 1.611,  2.491
-182.878, 77.090, 1.616,  2.524
-182.861, 77.039, 1.621,  2.557
-182.843, 76.988, 1.627,  2.590
-182.825, 76.937, 1.632,  2.623
-182.807, 76.885, 1.638,  2.656
-182.790, 76.833, 1.643,  2.689
-182.772, 76.781, 1.649,  2.722
-182.753, 76.729, 1.654,  2.755
-182.735, 76.677, 1.660,  2.788
-182.717, 76.625, 1.666,  2.821
-182.699, 76.572, 1.672,  2.854
-182.680, 76.519, 1.677,  2.887
-182.662, 76.466, 1.683,  2.920
-182.643, 76.413, 1.689,  2.953
-182.625, 76.360, 1.695,  2.986
-182.606, 76.306, 1.700,  3.019
-182.587, 76.253, 1.706,  3.052
-182.568, 76.199, 1.712,  3.085
-182.549, 76.145, 1.718,  3.118
-182.530, 76.091, 1.724,  3.151
-182.511, 76.036, 1.729,  3.184
-182.492, 75.982, 1.735,  3.217
-182.473, 75.927, 1.741,  3.250
-182.454, 75.872, 1.747,  3.283
-182.434, 75.817, 1.753,  3.316
-182.415, 75.762, 1.758,  3.349
-182.395, 75.706, 1.764,  3.382
-182.376, 75.651, 1.770,  3.415
-182.356, 75.595, 1.776,  3.448
-182.337, 75.539, 1.782,  3.481
-182.317, 75.483, 1.788,  3.514
-182.297, 75.426, 1.794,  3.547
-182.277, 75.370, 1.800,  3.580
-182.257, 75.313, 1.806,  3.613
-182.238, 75.256, 1.812,  3.646
-182.218, 75.199, 1.818,  3.679
-182.197, 75.141, 1.824,  3.712
-182.177, 75.084, 1.831,  3.745
-182.157, 75.026, 1.837,  3.778
-182.137, 74.968, 1.843,  3.811
-182.117, 74.910, 1.849,  3.844
-182.096, 74.852, 1.855,  3.877
-182.076, 74.793, 1.861,  3.910
-182.056, 74.734, 1.867,  3.943
-182.035, 74.675, 1.874,  3.976
-182.015, 74.616, 1.880,  4.009
-181.994, 74.557, 1.886,  4.042
-181.973, 74.497, 1.892,  4.075
-181.953, 74.438, 1.899,  4.108
-181.932, 74.378, 1.905,  4.141
-181.911, 74.317, 1.911,  4.174
-181.891, 74.257, 1.918,  4.207
-181.870, 74.196, 1.924,  4.240
-181.849, 74.136, 1.930,  4.273
-181.828, 74.075, 1.937,  4.306
-181.810, 74.013, 1.936,  4.339
-181.795, 73.950, 1.931,  4.372
-181.782, 73.886, 1.920,  4.405
-181.773, 73.823, 1.905,  4.438
-181.767, 73.759, 1.885,  4.471
-181.763, 73.695, 1.871,  4.504
-181.761, 73.631, 1.882,  4.537
-181.760, 73.565, 1.903,  4.570
-181.756, 73.499, 1.964,  4.603
-181.748, 73.432, 2.022,  4.636
-181.734, 73.364, 2.060,  4.669
-181.717, 73.297, 2.080,  4.702
-181.702, 73.229, 2.092,  4.735
-181.690, 73.160, 2.091,  4.768
-181.681, 73.091, 2.078,  4.801
-181.675, 73.022, 2.056,  4.834
-181.673, 72.953, 2.026,  4.867
-181.673, 72.885, 2.010,  4.900
-181.670, 72.817, 2.041,  4.933
-181.663, 72.748, 2.072,  4.966
-181.650, 72.680, 2.085,  4.999
-181.635, 72.612, 2.093,  5.032
-181.622, 72.543, 2.103,  5.065
-181.613, 72.473, 2.104,  5.098
-181.607, 72.403, 2.099,  5.131
-181.604, 72.333, 2.086,  5.164
-181.605, 72.263, 2.070,  5.197
-181.606, 72.192, 2.074,  5.230
-181.606, 72.122, 2.112,  5.263
-181.600, 72.050, 2.146,  5.296
-181.589, 71.979, 2.161,  5.329
-181.575, 71.908, 2.171,  5.362
-181.564, 71.836, 2.186,  5.395
-181.557, 71.763, 2.190,  5.428
-181.553, 71.690, 2.185,  5.461
-181.552, 71.617, 2.173,  5.494
-181.554, 71.544, 2.160,  5.527
-181.554, 71.471, 2.189,  5.560
-181.549, 71.397, 2.213,  5.593
-181.539, 71.324, 2.218,  5.626
-181.526, 71.251, 2.225,  5.659
-181.516, 71.177, 2.239,  5.692
-181.510, 71.103, 2.245,  5.725
-181.507, 71.028, 2.243,  5.758
-181.507, 70.953, 2.234,  5.791
-181.510, 70.878, 2.225,  5.824
-181.514, 70.803, 2.232,  5.857
-181.516, 70.727, 2.266,  5.890
-181.512, 70.651, 2.288,  5.923
-181.504, 70.575, 2.299,  5.956
-181.492, 70.499, 2.305,  5.989
-181.484, 70.422, 2.322,  6.022
-181.479, 70.344, 2.329,  6.055
-181.478, 70.266, 2.328,  6.088
-181.480, 70.189, 2.320,  6.121
-181.485, 70.111, 2.315,  6.154
-181.486, 70.033, 2.341,  6.187
-181.483, 69.955, 2.356,  6.220
-181.475, 69.876, 2.361,  6.253
-181.464, 69.798, 2.365,  6.286
-181.457, 69.719, 2.383,  6.319
-181.454, 69.639, 2.385,  6.352
-181.455, 69.560, 2.381,  6.385
-181.460, 69.480, 2.376,  6.418
-181.462, 69.400, 2.403,  6.451
-181.459, 69.320, 2.417,  6.484
-181.451, 69.239, 2.422,  6.517
-181.441, 69.159, 2.428,  6.550
-181.433, 69.078, 2.448,  6.583
-181.431, 68.996, 2.451,  6.616
-181.433, 68.914, 2.448,  6.649
-181.439, 68.832, 2.445,  6.682
-181.445, 68.750, 2.455,  6.715
-181.448, 68.667, 2.483,  6.748
-181.446, 68.584, 2.499,  6.781
-181.440, 68.501, 2.504,  6.814
-181.431, 68.418, 2.507,  6.847
-181.420, 68.334, 2.517,  6.880
-181.414, 68.250, 2.536,  6.913
-181.412, 68.165, 2.538,  6.946
-181.415, 68.081, 2.533,  6.979
-181.421, 67.996, 2.532,  7.012
-181.428, 67.911, 2.542,  7.045
-181.431, 67.826, 2.569,  7.078
-181.429, 67.740, 2.581,  7.111
-181.423, 67.654, 2.584,  7.144
-181.414, 67.568, 2.588,  7.177
-181.408, 67.481, 2.608,  7.210
-181.408, 67.394, 2.612,  7.243
-181.412, 67.307, 2.609,  7.276
-181.419, 67.220, 2.612,  7.309
-181.422, 67.132, 2.637,  7.342
-181.420, 67.044, 2.648,  7.375
-181.414, 66.956, 2.650,  7.408
-181.405, 66.867, 2.656,  7.441
-181.400, 66.778, 2.677,  7.474
-181.400, 66.689, 2.681,  7.507
-181.404, 66.599, 2.679,  7.540
-181.411, 66.510, 2.685,  7.573
-181.415, 66.420, 2.709,  7.606
-181.413, 66.329, 2.719,  7.639
-181.406, 66.239, 2.720,  7.672
-181.398, 66.148, 2.729,  7.705
-181.392, 66.056, 2.750,  7.738
-181.393, 65.965, 2.755,  7.771
-181.398, 65.873, 2.752,  7.804
-181.405, 65.781, 2.760,  7.837
-181.409, 65.688, 2.785,  7.870
-181.407, 65.595, 2.793,  7.903
-181.400, 65.502, 2.794,  7.936
-181.392, 65.409, 2.804,  7.969
-181.387, 65.315, 2.825,  8.002
-181.388, 65.220, 2.829,  8.035
-181.393, 65.126, 2.828,  8.068
-181.400, 65.032, 2.837,  8.101
-181.404, 64.936, 2.861,  8.134
-181.402, 64.841, 2.868,  8.167
-181.396, 64.745, 2.869,  8.200
-181.387, 64.649, 2.880,  8.233
-181.383, 64.553, 2.902,  8.266
-181.384, 64.456, 2.906,  8.299
-181.389, 64.359, 2.905,  8.332
-181.397, 64.262, 2.916,  8.365
-181.401, 64.164, 2.939,  8.398
-181.399, 64.066, 2.945,  8.431
-181.392, 63.968, 2.947,  8.464
-181.384, 63.869, 2.959,  8.497
-181.379, 63.770, 2.981,  8.530
-181.381, 63.671, 2.984,  8.563
-181.387, 63.571, 2.984,  8.596
-181.394, 63.472, 2.996,  8.629
-181.398, 63.371, 3.019,  8.662
-181.396, 63.270, 3.024,  8.695
-181.389, 63.169, 3.026,  8.728
-181.381, 63.068, 3.039,  8.761
-181.377, 62.966, 3.061,  8.794
-181.377, 62.864, 3.072,  8.827
-181.382, 62.762, 3.074,  8.860
-181.389, 62.659, 3.082,  8.893
-181.393, 62.556, 3.103,  8.926
-181.390, 62.452, 3.106,  8.959
-181.383, 62.349, 3.109,  8.992
-181.380, 62.244, 3.130,  9.025
-181.381, 62.140, 3.141,  9.058
-181.386, 62.035, 3.143,  9.091
-181.394, 61.930, 3.153,  9.124
-181.398, 61.824, 3.175,  9.157
-181.397, 61.718, 3.185,  9.190
-181.392, 61.612, 3.188,  9.223
-181.384, 61.506, 3.198,  9.256
-181.380, 61.398, 3.218,  9.289
-181.381, 61.291, 3.228,  9.322
-181.387, 61.183, 3.230,  9.355
-181.390, 61.075, 3.250,  9.388
-181.388, 60.966, 3.260,  9.421
-181.382, 60.858, 3.263,  9.454
-181.378, 60.748, 3.282,  9.487
-181.380, 60.639, 3.291,  9.520
-181.386, 60.529, 3.294,  9.553
-181.393, 60.419, 3.305,  9.586
-181.397, 60.308, 3.326,  9.619
-181.396, 60.197, 3.335,  9.652
-181.391, 60.086, 3.338,  9.685
-181.383, 59.974, 3.350,  9.718
-181.380, 59.862, 3.371,  9.751
-181.381, 59.749, 3.381,  9.784
-181.387, 59.637, 3.384,  9.817
-181.394, 59.524, 3.397,  9.850
-181.398, 59.410, 3.417,  9.883
-181.397, 59.296, 3.426,  9.916
-181.391, 59.181, 3.430,  9.949
-181.384, 59.067, 3.444,  9.982
-181.380, 58.951, 3.464, 10.015
-181.382, 58.836, 3.473, 10.048
-181.388, 58.720, 3.477, 10.081
-181.395, 58.604, 3.490, 10.114
-181.399, 58.487, 3.510, 10.147
-181.398, 58.369, 3.519, 10.180
-181.392, 58.252, 3.523, 10.213
-181.384, 58.134, 3.537, 10.246
-181.381, 58.016, 3.557, 10.279
-181.382, 57.897, 3.566, 10.312
-181.388, 57.778, 3.571, 10.345
-181.396, 57.659, 3.585, 10.378
-181.400, 57.539, 3.605, 10.411
-181.398, 57.418, 3.613, 10.444
-181.392, 57.298, 3.619, 10.477
-181.385, 57.177, 3.634, 10.510
-181.381, 57.055, 3.654, 10.543
-181.383, 56.933, 3.662, 10.576
-181.389, 56.811, 3.668, 10.609
-181.397, 56.688, 3.683, 10.642
-181.400, 56.565, 3.703, 10.675
-181.398, 56.441, 3.711, 10.708
-181.392, 56.317, 3.718, 10.741
-181.385, 56.193, 3.734, 10.774
-181.381, 56.068, 3.753, 10.807
-181.384, 55.943, 3.761, 10.840
-181.390, 55.817, 3.769, 10.873
-181.397, 55.691, 3.784, 10.906
-181.401, 55.565, 3.803, 10.939
-181.399, 55.438, 3.811, 10.972
-181.393, 55.310, 3.820, 11.005
-181.385, 55.183, 3.836, 11.038
-181.382, 55.054, 3.855, 11.071
-181.384, 54.926, 3.862, 11.104
-181.390, 54.797, 3.871, 11.137
-181.398, 54.667, 3.887, 11.170
-181.401, 54.537, 3.906, 11.203
-181.399, 54.407, 3.912, 11.236
-181.393, 54.276, 3.922, 11.269
-181.385, 54.145, 3.938, 11.302
-181.382, 54.013, 3.957, 11.335
-181.385, 53.881, 3.964, 11.368
-181.391, 53.749, 3.974, 11.401
-181.398, 53.616, 3.990, 11.434
-181.401, 53.483, 4.009, 11.467
-181.399, 53.349, 4.015, 11.500
-181.393, 53.215, 4.026, 11.533
-181.385, 53.080, 4.043, 11.566
-181.382, 52.945, 4.062, 11.599
-181.385, 52.809, 4.068, 11.632
-181.391, 52.673, 4.080, 11.665
-181.399, 52.537, 4.097, 11.698
-181.402, 52.400, 4.116, 11.731
-181.399, 52.262, 4.122, 11.764
-181.393, 52.125, 4.134, 11.797
-181.386, 51.987, 4.152, 11.830
-181.382, 51.848, 4.170, 11.863
-181.385, 51.708, 4.177, 11.896
-181.391, 51.569, 4.190, 11.929
-181.399, 51.429, 4.207, 11.962
-181.402, 51.288, 4.226, 11.995
-181.399, 51.147, 4.232, 12.028
-181.393, 51.006, 4.245, 12.061
-181.386, 50.864, 4.263, 12.094
-181.383, 50.721, 4.281, 12.127
-181.386, 50.578, 4.288, 12.160
-181.392, 50.435, 4.301, 12.193
-181.399, 50.291, 4.319, 12.226
-181.402, 50.147, 4.337, 12.259
-181.399, 50.002, 4.344, 12.292
-181.393, 49.857, 4.358, 12.325
-181.386, 49.711, 4.377, 12.358
-181.383, 49.565, 4.395, 12.391
-181.386, 49.418, 4.402, 12.424
-181.392, 49.271, 4.416, 12.457
-181.399, 49.123, 4.435, 12.490
-181.402, 48.975, 4.453, 12.523
-181.399, 48.826, 4.460, 12.556
-181.393, 48.677, 4.475, 12.589
-181.391, 48.528, 4.494, 12.622
-181.395, 48.378, 4.503, 12.655
-181.396, 48.227, 4.523, 12.688
-181.391, 48.076, 4.533, 12.721
-181.390, 47.924, 4.553, 12.754
-181.394, 47.772, 4.563, 12.787
-181.395, 47.620, 4.583, 12.820
-181.391, 47.467, 4.593, 12.853
-181.389, 47.313, 4.613, 12.886
-181.394, 47.159, 4.624, 12.919
-181.395, 47.004, 4.643, 12.952
-181.390, 46.849, 4.655, 12.985
-181.389, 46.694, 4.674, 13.018
-181.394, 46.538, 4.685, 13.051
-181.400, 46.381, 4.704, 13.084
-181.403, 46.224, 4.722, 13.117
-181.399, 46.066, 4.732, 13.150
-181.393, 45.908, 4.750, 13.183
-181.391, 45.749, 4.769, 13.216
-181.395, 45.590, 4.780, 13.249
-181.396, 45.430, 4.799, 13.282
-181.391, 45.270, 4.812, 13.315
-181.390, 45.109, 4.831, 13.348
-181.394, 44.947, 4.843, 13.381
-181.401, 44.785, 4.862, 13.414
-181.403, 44.623, 4.880, 13.447
-181.399, 44.460, 4.891, 13.480
-181.393, 44.296, 4.910, 13.513
-181.392, 44.132, 4.929, 13.546
-181.396, 43.968, 4.940, 13.579
-181.396, 43.802, 4.960, 13.612
-181.391, 43.637, 4.973, 13.645
-181.390, 43.471, 4.992, 13.678
-181.394, 43.304, 5.006, 13.711
-181.401, 43.136, 5.025, 13.744
-181.402, 42.968, 5.043, 13.777
-181.398, 42.800, 5.055, 13.810
-181.391, 42.631, 5.074, 13.843
-181.391, 42.462, 5.085, 13.876
-181.395, 42.293, 5.074, 13.909
-181.401, 42.124, 5.059, 13.942
-181.402, 41.956, 5.044, 13.975
-181.398, 41.788, 5.033, 14.008
-181.392, 41.621, 5.031, 14.041
-181.391, 41.453, 5.036, 14.074
-181.395, 41.285, 5.047, 14.107
-181.401, 41.116, 5.068, 14.140
-181.402, 40.947, 5.093, 14.173
-181.398, 40.776, 5.128, 14.206
-181.392, 40.603, 5.171, 14.239
-181.391, 40.430, 5.216, 14.272
-181.395, 40.254, 5.265, 14.305
-181.401, 40.077, 5.317, 14.338
-181.402, 39.898, 5.364, 14.371
-181.398, 39.718, 5.406, 14.404
-181.392, 39.537, 5.447, 14.437
-181.391, 39.354, 5.482, 14.470
-181.395, 39.171, 5.505, 14.503
-181.401, 38.987, 5.525, 14.536
-181.402, 38.803, 5.538, 14.569
-181.398, 38.618, 5.545, 14.602
-181.392, 38.433, 5.552, 14.635
-181.391, 38.248, 5.556, 14.668
-181.395, 38.063, 5.554, 14.701
-181.400, 37.878, 5.555, 14.734
-181.401, 37.693, 5.555, 14.767
-181.397, 37.508, 5.555, 14.800
-181.391, 37.323, 5.561, 14.833
-181.390, 37.138, 5.570, 14.866
-181.394, 36.952, 5.578, 14.899
-181.400, 36.766, 5.593, 14.932
-181.400, 36.579, 5.609, 14.965
-181.396, 36.391, 5.629, 14.998
-181.390, 36.203, 5.656, 15.031
-181.390, 36.014, 5.684, 15.064
-181.393, 35.823, 5.712, 15.097
-181.399, 35.632, 5.745, 15.130
-181.399, 35.439, 5.776, 15.163
-181.395, 35.246, 5.807, 15.196
-181.389, 35.051, 5.841, 15.229
-181.389, 34.856, 5.871, 15.262
-181.393, 34.659, 5.897, 15.295
-181.398, 34.462, 5.923, 15.328
-181.398, 34.264, 5.944, 15.361
-181.394, 34.066, 5.962, 15.394
-181.388, 33.867, 5.981, 15.427
-181.388, 33.667, 5.996, 15.460
-181.391, 33.467, 6.007, 15.493
-181.397, 33.266, 6.021, 15.526
-181.397, 33.065, 6.030, 15.559
-181.393, 32.864, 6.041, 15.592
-181.387, 32.663, 6.056, 15.625
-181.386, 32.460, 6.070, 15.658
-181.390, 32.258, 6.083, 15.691
-181.396, 32.055, 6.102, 15.724
-181.396, 31.851, 6.118, 15.757
-181.391, 31.646, 6.138, 15.790
-181.386, 31.441, 6.163, 15.823
-181.385, 31.235, 6.186, 15.856
-181.389, 31.028, 6.211, 15.889
-181.394, 30.820, 6.239, 15.922
-181.394, 30.612, 6.263, 15.955
-181.390, 30.402, 6.289, 15.988
-181.384, 30.192, 6.319, 16.021
-181.384, 29.980, 6.343, 16.054
-181.387, 29.768, 6.367, 16.087
-181.392, 29.555, 6.393, 16.120
-181.392, 29.342, 6.413, 16.153
-181.388, 29.128, 6.433, 16.186
-181.382, 28.913, 6.456, 16.219
-181.382, 28.697, 6.474, 16.252
-181.385, 28.481, 6.491, 16.285
-181.391, 28.264, 6.511, 16.318
-181.390, 28.046, 6.526, 16.351
-181.386, 27.829, 6.544, 16.384
-181.380, 27.610, 6.565, 16.417
-181.380, 27.391, 6.583, 16.450
-181.384, 27.171, 6.602, 16.483
-181.389, 26.950, 6.625, 16.516
-181.388, 26.729, 6.644, 16.549
-181.384, 26.507, 6.667, 16.582
-181.378, 26.284, 6.694, 16.615
-181.378, 26.060, 6.716, 16.648
-181.381, 25.836, 6.741, 16.681
-181.386, 25.610, 6.769, 16.714
-181.386, 25.384, 6.792, 16.747
-181.382, 25.157, 6.817, 16.780
-181.376, 24.929, 6.844, 16.813
-181.376, 24.700, 6.867, 16.846
-181.379, 24.471, 6.890, 16.879
-181.384, 24.240, 6.915, 16.912
-181.384, 24.009, 6.935, 16.945
-181.379, 23.778, 6.956, 16.978
-181.374, 23.545, 6.980, 17.011
-181.374, 23.312, 6.999, 17.044
-181.377, 23.078, 7.020, 17.077
-181.382, 22.844, 7.043, 17.110
-181.381, 22.608, 7.062, 17.143
-181.377, 22.373, 7.084, 17.176
-181.371, 22.136, 7.109, 17.209
-181.371, 21.898, 7.129, 17.242
-181.374, 21.660, 7.152, 17.275
-181.379, 21.421, 7.179, 17.308
-181.378, 21.181, 7.201, 17.341
-181.374, 20.940, 7.226, 17.374
-181.375, 20.699, 7.250, 17.407
-181.373, 20.457, 7.275, 17.440
-181.374, 20.214, 7.300, 17.473
-181.378, 19.969, 7.328, 17.506
-181.377, 19.725, 7.351, 17.539
-181.373, 19.479, 7.377, 17.572
-181.374, 19.232, 7.401, 17.605
-181.371, 18.985, 7.427, 17.638
-181.372, 18.737, 7.451, 17.671
-181.376, 18.488, 7.478, 17.704
-181.375, 18.238, 7.501, 17.737
-181.371, 17.987, 7.526, 17.770
-181.372, 17.736, 7.549, 17.803
-181.369, 17.484, 7.574, 17.836
-181.370, 17.230, 7.598, 17.869
-181.374, 16.977, 7.624, 17.902
-181.373, 16.722, 7.647, 17.935
-181.368, 16.466, 7.673, 17.968
-181.369, 16.210, 7.697, 18.001
-181.373, 15.953, 7.723, 18.034
-181.371, 15.695, 7.747, 18.067
-181.367, 15.436, 7.774, 18.100
-181.368, 15.176, 7.799, 18.133
-181.371, 14.915, 7.826, 18.166
-181.370, 14.654, 7.851, 18.199
-181.365, 14.391, 7.879, 18.232
-181.366, 14.128, 7.904, 18.265
-181.369, 13.864, 7.932, 18.298
-181.368, 13.599, 7.957, 18.331
-181.363, 13.333, 7.986, 18.364
-181.364, 13.066, 8.011, 18.397
-181.367, 12.798, 8.040, 18.430
-181.366, 12.530, 8.065, 18.463
-181.361, 12.260, 8.093, 18.496
-181.362, 11.990, 8.119, 18.529
-181.365, 11.718, 8.147, 18.562
-181.363, 11.446, 8.173, 18.595
-181.359, 11.173, 8.201, 18.628
-181.359, 10.899, 8.227, 18.661
-181.362, 10.624, 8.255, 18.694
-181.361, 10.348, 8.281, 18.727
-181.356, 10.072, 8.310, 18.760
-181.357, 9.794, 8.336, 18.793
-181.360, 9.515, 8.365, 18.826
-181.358, 9.236, 8.391, 18.859
-181.353, 8.956, 8.420, 18.892
-181.354, 8.674, 8.447, 18.925
-181.357, 8.392, 8.477, 18.958
-181.355, 8.109, 8.503, 18.991
-181.350, 7.824, 8.533, 19.024
-181.351, 7.539, 8.560, 19.057
-181.354, 7.253, 8.590, 19.090
-181.352, 6.966, 8.617, 19.123
-181.347, 6.678, 8.648, 19.156
-181.348, 6.389, 8.675, 19.189
-181.351, 6.099, 8.706, 19.222
-181.349, 5.808, 8.733, 19.255
-181.344, 5.517, 8.764, 19.288
-181.345, 5.224, 8.792, 19.321
-181.348, 4.930, 8.823, 19.354
-181.346, 4.635, 8.851, 19.387
-181.341, 4.339, 8.882, 19.420
-181.341, 4.043, 8.910, 19.453
-181.344, 3.745, 8.941, 19.486
-181.342, 3.446, 8.969, 19.519
-181.338, 3.146, 9.000, 19.552
-181.338, 2.846, 9.028, 19.585
-181.341, 2.544, 9.060, 19.618
-181.339, 2.241, 9.088, 19.651
-181.334, 1.937, 9.120, 19.684
-181.335, 1.633, 9.149, 19.717
-181.337, 1.327, 9.181, 19.750
-181.335, 1.020, 9.210, 19.783
-181.331, 0.712, 9.242, 19.816
-181.331, 0.404, 9.271, 19.849
-181.333, 0.094, 9.304, 19.882
-181.331, -0.217, 9.333, 19.915
-181.327, -0.529, 9.366, 19.948
-181.327, -0.842, 9.396, 19.981
-181.330, -1.156, 9.428, 20.014
-181.328, -1.471, 9.458, 20.047
-181.323, -1.787, 9.491, 20.080
-181.323, -2.104, 9.522, 20.113
-181.326, -2.423, 9.555, 20.146
-181.323, -2.742, 9.585, 20.179
-181.319, -3.062, 9.618, 20.212
-181.319, -3.384, 9.649, 20.245
-181.321, -3.706, 9.683, 20.278
-181.319, -4.030, 9.713, 20.311
-181.315, -4.354, 9.747, 20.344
-181.315, -4.680, 9.778, 20.377
-181.317, -5.007, 9.812, 20.410
-181.315, -5.334, 9.843, 20.443
-181.311, -5.663, 9.877, 20.476
-181.311, -5.994, 9.909, 20.509
-181.313, -6.325, 9.944, 20.542
-181.311, -6.657, 9.975, 20.575
-181.312, -6.990, 10.009, 20.608
-181.309, -7.325, 10.042, 20.641
-181.305, -7.660, 10.077, 20.674
-181.305, -7.997, 10.109, 20.707
-181.307, -8.335, 10.144, 20.740
-181.305, -8.674, 10.177, 20.773
-181.305, -9.014, 10.211, 20.806
-181.303, -9.355, 10.244, 20.839
-181.299, -9.698, 10.280, 20.872
-181.298, -10.041, 10.313, 20.905
-181.300, -10.386, 10.349, 20.938
-181.298, -10.732, 10.382, 20.971
-181.299, -11.078, 10.417, 21.004
-181.296, -11.427, 10.451, 21.037
-181.292, -11.776, 10.488, 21.070
-181.291, -12.126, 10.522, 21.103
-181.293, -12.478, 10.558, 21.136
-181.291, -12.831, 10.592, 21.169
-181.291, -13.185, 10.627, 21.202
-181.289, -13.540, 10.662, 21.235
-181.284, -13.896, 10.699, 21.268
-181.284, -14.254, 10.734, 21.301
-181.285, -14.612, 10.770, 21.334
-181.288, -14.972, 10.808, 21.367
-181.286, -15.333, 10.842, 21.400
-181.283, -15.696, 10.879, 21.433
-181.278, -16.059, 10.916, 21.466
-181.277, -16.424, 10.951, 21.499
-181.279, -16.790, 10.988, 21.532
-181.276, -17.157, 11.023, 21.565
-181.276, -17.526, 11.060, 21.598
-181.274, -17.895, 11.096, 21.631
-181.269, -18.266, 11.134, 21.664
-181.268, -18.638, 11.170, 21.697
-181.269, -19.011, 11.208, 21.730
-181.271, -19.386, 11.247, 21.763
-181.270, -19.762, 11.283, 21.796
-181.266, -20.139, 11.321, 21.829
-181.262, -20.517, 11.360, 21.862
-181.260, -20.897, 11.397, 21.895
-181.261, -21.278, 11.436, 21.928
-181.263, -21.660, 11.475, 21.961
-181.261, -22.043, 11.512, 21.994
-181.258, -22.428, 11.551, 22.027
-181.253, -22.814, 11.591, 22.060
-181.252, -23.201, 11.629, 22.093
-181.252, -23.590, 11.668, 22.126
-181.254, -23.980, 11.709, 22.159
-181.252, -24.371, 11.746, 22.192
-181.249, -24.764, 11.786, 22.225
-181.244, -25.158, 11.827, 22.258
-181.242, -25.553, 11.865, 22.291
-181.243, -25.949, 11.906, 22.324
-181.244, -26.347, 11.947, 22.357
-181.242, -26.746, 11.985, 22.390
-181.238, -27.147, 12.026, 22.423
-181.234, -27.549, 12.067, 22.456
-181.232, -27.952, 12.106, 22.489
-181.232, -28.357, 12.147, 22.522
-181.233, -28.763, 12.189, 22.555
-181.231, -29.170, 12.229, 22.588
-181.228, -29.579, 12.270, 22.621
-181.223, -29.989, 12.312, 22.654
-181.221, -30.400, 12.352, 22.687
-181.221, -30.813, 12.394, 22.720
-181.222, -31.227, 12.436, 22.753
-181.220, -31.643, 12.477, 22.786
-181.216, -32.060, 12.519, 22.819
-181.212, -32.478, 12.562, 22.852
-181.210, -32.898, 12.603, 22.885
-181.210, -33.319, 12.646, 22.918
-181.210, -33.742, 12.689, 22.951
-181.208, -34.166, 12.731, 22.984
-181.205, -34.591, 12.774, 23.017
-181.200, -35.018, 12.818, 23.050
